 num     #instances         #bytes  class name (module)
  93:            68           2176  java.lang.invoke.LambdaForm$Kind (java.base@21.0.11)
  94:            18           2160  java.lang.Thread (java.base@21.0.11)
  95:           128           2048  java.lang.Character (java.base@21.0.11)
  96:            61           1952  jdk.internal.loader.BuiltinClassLoader$LoadedModule (java.base@21.0.11)
  97:            77           1848  java.util.ImmutableCollections$List12 (java.base@21.0.11)
  98:            37           1776  java.lang.invoke.DirectMethodHandle$Accessor (java.base@21.0.11)
  99:             3           1752  [[[D (java.base@21.0.11)
 100:            12           1728  [Ljava.lang.invoke.MemberName; (java.base@21.0.11)
 101:            39           1560  java.text.DigitList (java.base@21.0.11)
 102:            62           1488  java.lang.module.ModuleDescriptor$Provides (java.base@21.0.11)
 103:            62           1488  java.lang.module.ResolvedModule (java.base@21.0.11)
 104:            62           1488  jdk.internal.module.ServicesCatalog$ServiceProvider (java.base@21.0.11)
 105:            62           1488  jdk.internal.module.SystemModuleFinders$2 (java.base@21.0.11)
 106:            30           1440  boxOfActin.RunTimer
 107:             1           1400  [[B (java.base@21.0.11)
 108:            58           1392  java.lang.ProcessEnvironment$Value (java.base@21.0.11)
 109:            58           1392  java.lang.ProcessEnvironment$Variable (java.base@21.0.11)
 110:             1           1376  [Ljdk.internal.math.FDBigInteger; (java.base@21.0.11)
 111:            17           1296  [LboxOfActin.ThreadSet$ThreadSpawn;
 112:            54           1296  java.util.jar.Attributes$Name (java.base@21.0.11)
 113:            17           1224  java.lang.reflect.Field (java.base@21.0.11)
 114:            30           1200  java.io.ObjectStreamField (java.base@21.0.11)
 115:             2           1168  [[[Ljava.lang.Object; (java.base@21.0.11)
 116:             2           1168  [[[[I (java.base@21.0.11)
 117:            17           1088  boxOfActin.Thing$RetObj
 118:             1           1040  [Ljava.lang.Byte; (java.base@21.0.11)
 119:             1           1040  [Ljava.lang.Integer; (java.base@21.0.11)
 120:             1           1040  [Ljava.lang.Long; (java.base@21.0.11)
 121:             1           1040  [Ljava.lang.Short; (java.base@21.0.11)
 122:            31            992  java.lang.invoke.VarHandle$AccessMode (java.base@21.0.11)
 123:             1            976  [LboxOfActin.Parameter;
 124:            15            960  java.lang.Class$ReflectionData (java.base@21.0.11)
 125:            40            960  java.lang.invoke.Invokers (java.base@21.0.11)
 126:            40            960  java.util.ImmutableCollections$ListN (java.base@21.0.11)
 127:            60            960  jdk.internal.module.SystemModuleFinders$3 (java.base@21.0.11)
 128:            19            912  java.lang.invoke.DirectMethodHandle$Constructor (java.base@21.0.11)
 129:            22            880  java.lang.invoke.BoundMethodHandle$Species_L (java.base@21.0.11)
 130:            17            816  boxOfActin.Thing$WorkerScratch
 131:            12            768  java.net.URL (java.base@21.0.11)
 132:            24            768  sun.font.EAttribute (java.desktop@21.0.11)
 133:            30            720  java.util.concurrent.CopyOnWriteArrayList (java.base@21.0.11)
 134:            22            704  java.lang.reflect.ClassFileFormatVersion (java.base@21.0.11)
 135:            22            704  java.util.concurrent.locks.ReentrantLock$NonfairSync (java.base@21.0.11)
 136:            17            680  boxOfActin.Barrier
 137:            17            680  boxOfActin.CollisionEvent
 138:            17            680  ec.util.MersenneTwisterFast
 139:             3            624  [Ljava.lang.invoke.LambdaForm; (java.base@21.0.11)
 140:            11            616  java.lang.invoke.BoundMethodHandle$Species_LLLLL (java.base@21.0.11)
 141:            14            592  [Ljava.lang.invoke.MethodType; (java.base@21.0.11)
 142:            18            576  java.util.concurrent.atomic.LongAdder (java.base@21.0.11)
 143:             7            560  java.util.concurrent.TimeUnit (java.base@21.0.11)
 144:            10            560  sun.invoke.util.Wrapper (java.base@21.0.11)
 145:             1            528  [Ljava.lang.Character; (java.base@21.0.11)
 146:            11            528  java.lang.invoke.BoundMethodHandle$SpeciesData (java.base@21.0.11)
 147:             6            528  java.lang.reflect.Method (java.base@21.0.11)
 148:            15            480  [Ljava.lang.invoke.LambdaFormEditor$Transform; (java.base@21.0.11)
 149:            12            480  java.lang.OutOfMemoryError (java.base@21.0.11)
 150:            14            448  java.awt.Color (java.desktop@21.0.11)
 151:             7            448  java.nio.DirectByteBuffer (java.base@21.0.11)
 152:            11            440  [Ljava.lang.invoke.BoundMethodHandle$SpeciesData; (java.base@21.0.11)
 153:             1            432  [[[C (java.base@21.0.11)
 154:             6            432  java.lang.reflect.Constructor (java.base@21.0.11)
 155:            18            432  java.text.DateFormat$Field (java.base@21.0.11)
 156:             9            432  jdk.internal.ref.CleanerImpl$PhantomCleanableRef (java.base@21.0.11)
 157:            13            416  java.lang.ref.ReferenceQueue (java.base@21.0.11)
 158:             3            408  sun.nio.fs.UnixFileAttributes (java.base@21.0.11)
 159:            10            400  java.security.ProtectionDomain (java.base@21.0.11)
 160:            12            384  java.lang.invoke.SimpleMethodHandle (java.base@21.0.11)
 161:            12            384  java.lang.invoke.VarForm (java.base@21.0.11)
 162:            23            368  java.awt.font.TextAttribute (java.desktop@21.0.11)
 163:            23            368  java.lang.Float (java.base@21.0.11)
 164:             9            360  java.security.CodeSource (java.base@21.0.11)
 165:            15            360  java.util.regex.Pattern$BmpCharProperty (java.base@21.0.11)
 166:            22            352  java.util.concurrent.locks.ReentrantLock (java.base@21.0.11)
 167:            12            336  [Ljava.io.ObjectStreamField; (java.base@21.0.11)
 168:             5            336  [Lsun.invoke.util.Wrapper; (java.base@21.0.11)
 169:             5            336  [S (java.base@21.0.11)
 170:            14            336  java.lang.RuntimePermission (java.base@21.0.11)
 171:             6            336  java.nio.DirectLongBufferU (java.base@21.0.11)
 172:            14            336  java.util.ArrayList (java.base@21.0.11)
 173:             4            320  [Ljava.util.WeakHashMap$Entry; (java.base@21.0.11)
 174:            10            320  java.lang.Package (java.base@21.0.11)
 175:            10            320  java.util.regex.Pattern$Curly (java.base@21.0.11)
 176:            13            312  java.util.concurrent.locks.AbstractQueuedSynchronizer$ConditionObject (java.base@21.0.11)
 177:             3            312  java.util.jar.JarFile$JarFileEntry (java.base@21.0.11)
 178:             1            288  [Ljava.lang.invoke.LambdaForm$Kind; (java.base@21.0.11)
 179:             2            288  [Ljava.lang.invoke.VarHandle$AccessMode; (java.base@21.0.11)
 180:             4            288  java.awt.Font (java.desktop@21.0.11)
 181:             6            288  java.lang.invoke.MethodHandleImpl$AsVarargsCollector (java.base@21.0.11)
 182:             6            288  java.lang.invoke.MethodHandleImpl$IntrinsicMethodHandle (java.base@21.0.11)
 183:             6            288  java.util.stream.StreamOpFlag (java.base@21.0.11)
 184:             9            288  jdk.internal.org.objectweb.asm.Type (java.base@21.0.11)
 185:             5            280  sun.util.calendar.ZoneInfo (java.base@21.0.11)
 186:            11            264  java.lang.invoke.MethodHandleImpl$Intrinsic (java.base@21.0.11)
 187:             8            256  java.math.RoundingMode (java.base@21.0.11)
 188:             8            256  java.util.Hashtable$Entry (java.base@21.0.11)
 189:             4            256  java.util.LinkedHashMap (java.base@21.0.11)
 190:             5            240  [Ljava.lang.invoke.LambdaForm$NamedFunction; (java.base@21.0.11)
 191:             6            240  java.io.FileDescriptor (java.base@21.0.11)
 192:             5            240  java.lang.invoke.BoundMethodHandle$Species_LLJ (java.base@21.0.11)
 193:             6            240  java.lang.invoke.LambdaForm$BasicType (java.base@21.0.11)
 194:            10            240  java.nio.charset.CoderResult (java.base@21.0.11)
 195:            10            240  java.nio.file.StandardOpenOption (java.base@21.0.11)
 196:             6            240  java.util.EnumMap (java.base@21.0.11)
 197:             3            240  java.util.zip.ZipFile$Source (java.base@21.0.11)
 198:             2            224  [Lsun.font.EAttribute; (java.desktop@21.0.11)
 199:             4            224  java.lang.invoke.BoundMethodHandle$Species_LLLJ (java.base@21.0.11)
 200:             3            216  java.util.ResourceBundle$CacheKey (java.base@21.0.11)
 201:             9            216  java.util.concurrent.atomic.AtomicLong (java.base@21.0.11)
 202:            13            208  java.text.NumberFormat$Field (java.base@21.0.11)
 203:            13            208  java.util.regex.Pattern$$Lambda/0x800000028 (java.base@21.0.11)
 204:             2            200  [Ljava.text.DateFormat$Field; (java.base@21.0.11)
 205:             5            200  java.util.WeakHashMap$Entry (java.base@21.0.11)
 206:             5            200  jdk.internal.loader.NativeLibraries$NativeLibraryImpl (java.base@21.0.11)
 207:             5            200  sun.util.locale.provider.LocaleProviderAdapter$Type (java.base@21.0.11)
 208:             6            192  java.io.File (java.base@21.0.11)
 209:             4            192  java.lang.invoke.VarHandleReferences$FieldInstanceReadWrite (java.base@21.0.11)
 210:             8            192  java.net.NetPermission (java.base@21.0.11)
 211:             3            192  java.nio.DirectByteBufferR (java.base@21.0.11)
 212:             6            192  java.util.ResourceBundle$KeyElementReference (java.base@21.0.11)
 213:             4            192  java.util.WeakHashMap (java.base@21.0.11)
 214:             8            192  java.util.regex.Pattern$GroupHead (java.base@21.0.11)
 215:             8            192  java.util.regex.Pattern$GroupTail (java.base@21.0.11)
 216:             3            192  java.util.zip.Inflater (java.base@21.0.11)
 217:             2            176  java.util.regex.Pattern (java.base@21.0.11)
 218:             3            168  boxOfActin.Mesh
 219:             3            168  java.io.FileCleanable (java.base@21.0.11)
 220:             3            168  java.nio.HeapByteBuffer (java.base@21.0.11)
 221:             7            168  java.util.Collections$SetFromMap (java.base@21.0.11)
 222:             3            168  java.util.Properties (java.base@21.0.11)
 223:             3            168  java.util.jar.JarFile (java.base@21.0.11)
 224:            10            160  [Ljava.security.Principal; (java.base@21.0.11)
 225:             5            160  java.lang.invoke.VarHandle$AccessType (java.base@21.0.11)
 226:            10            160  java.security.ProtectionDomain$Key (java.base@21.0.11)
 227:             5            160  java.util.ImmutableCollections$MapN (java.base@21.0.11)
 228:             5            160  java.util.regex.Pattern$Branch (java.base@21.0.11)
 229:             4            160  sun.util.locale.provider.LocaleResources$ResourceReference (java.base@21.0.11)
 230:             4            160  sun.util.resources.Bundles$BundleReference (java.base@21.0.11)
 231:             6            144  [Ljava.lang.reflect.Constructor; (java.base@21.0.11)
 232:             6            144  java.lang.Thread$State (java.base@21.0.11)
 233:             3            144  java.lang.ThreadGroup (java.base@21.0.11)
 234:             3            144  java.lang.invoke.BoundMethodHandle$Species_LJ (java.base@21.0.11)
 235:             6            144  java.security.Permissions (java.base@21.0.11)
 236:             3            144  java.util.Hashtable (java.base@21.0.11)
 237:             6            144  java.util.regex.Pattern$BmpCharPropertyGreedy (java.base@21.0.11)
 238:             3            144  jdk.internal.loader.URLClassPath$JarLoader (java.base@21.0.11)
 239:             9            144  jdk.internal.misc.InternalLock (java.base@21.0.11)
 240:             6            144  jdk.internal.perf.PerfCounter (java.base@21.0.11)
 241:             6            144  jdk.internal.reflect.DirectConstructorHandleAccessor (java.base@21.0.11)
 242:             6            144  sun.security.util.LazyCodeSourcePermissionCollection (java.base@21.0.11)
 243:             3            128  [Ljava.util.Hashtable$Entry; (java.base@21.0.11)
 244:             1            128  boxOfActin.Chamber
 245:             4            128  java.lang.module.ModuleDescriptor$Requires$Modifier (java.base@21.0.11)
 246:             4            128  jdk.internal.loader.NativeLibraries (java.base@21.0.11)
 247:             4            128  sun.nio.fs.UnixPath (java.base@21.0.11)
 248:             4            128  sun.util.resources.Bundles$CacheKey (java.base@21.0.11)
 249:             3            120  [Ljava.lang.invoke.LambdaForm$BasicType; (java.base@21.0.11)
 250:             5            120  [Ljava.util.regex.Pattern$Node; (java.base@21.0.11)
 251:             1            120  [[Ljava.lang.String; (java.base@21.0.11)
 252:             1            120  boxOfActin.BoxOfActin$TimeLoop
 253:             3            120  java.io.RandomAccessFile (java.base@21.0.11)
 254:             3            120  java.lang.invoke.VarHandle$AccessDescriptor (java.base@21.0.11)
 255:             1            120  java.lang.ref.Finalizer$FinalizerThread (java.base@21.0.11)
 256:             1            120  java.lang.ref.Reference$ReferenceHandler (java.base@21.0.11)
 257:             5            120  java.security.BasicPermissionCollection (java.base@21.0.11)
 258:             3            120  java.util.IdentityHashMap (java.base@21.0.11)
 259:             3            120  java.util.ResourceBundle$BundleReference (java.base@21.0.11)
 260:             5            120  java.util.stream.StreamOpFlag$Type (java.base@21.0.11)
 261:             3            120  jdk.internal.math.FloatingDecimal$BinaryToASCIIBuffer (java.base@21.0.11)
 262:             5            120  jdk.internal.math.FloatingDecimal$PreparedASCIIToBinaryBuffer (java.base@21.0.11)
 263:             1            120  jdk.internal.misc.InnocuousThread (java.base@21.0.11)
 264:             2            112  [Ljava.util.concurrent.atomic.LongAdder; (java.base@21.0.11)
 265:             2            112  java.nio.DirectIntBufferRU (java.base@21.0.11)
 266:             2            112  sun.nio.cs.StreamEncoder (java.base@21.0.11)
 267:             1            104  [Ljava.lang.reflect.ClassFileFormatVersion; (java.base@21.0.11)
 268:             2            104  [Ljava.lang.reflect.Field; (java.base@21.0.11)
 269:             1            104  boxOfActin.BoxOfActin$DeflFil
 270:             1            104  jdk.internal.loader.ClassLoaders$AppClassLoader (java.base@21.0.11)
 271:             1            104  jdk.internal.loader.ClassLoaders$BootClassLoader (java.base@21.0.11)
 272:             1            104  jdk.internal.loader.ClassLoaders$PlatformClassLoader (java.base@21.0.11)
 273:             4             96  [Ljava.lang.reflect.Method; (java.base@21.0.11)
 274:             1             96  [Lsun.util.locale.BaseLocale; (java.base@21.0.11)
 275:             2             96  java.io.PrintStream (java.base@21.0.11)
 276:             3             96  java.lang.Runtime$Version (java.base@21.0.11)
 277:             3             96  java.lang.invoke.MethodHandles$Lookup (java.base@21.0.11)
 278:             4             96  java.lang.module.ModuleDescriptor$Opens (java.base@21.0.11)
 279:             6             96  java.security.SecureClassLoader$CodeSourceKey (java.base@21.0.11)
 280:             4             96  java.util.ArrayDeque (java.base@21.0.11)
 281:             3             96  java.util.HexFormat (java.base@21.0.11)
 282:             2             96  java.util.Locale$Category (java.base@21.0.11)
 283:             6             96  java.util.concurrent.atomic.AtomicInteger (java.base@21.0.11)
 284:             4             96  java.util.regex.Pattern$Qtype (java.base@21.0.11)
 285:             4             96  java.util.stream.StreamShape (java.base@21.0.11)
 286:             3             96  java.util.zip.ZipFile$CleanableResource (java.base@21.0.11)
 287:             1             96  jdk.internal.jimage.ImageReader$SharedImageReader (java.base@21.0.11)
 288:             3             96  jdk.internal.util.ClassFileDumper (java.base@21.0.11)
 289:             1             96  sun.font.AttributeValues (java.desktop@21.0.11)
 290:             2             96  sun.nio.cs.UTF_8$Encoder (java.base@21.0.11)
 291:             1             88  [LboxOfActin.Thing$WorkerScratch;
 292:             1             88  [LboxOfActin.ThreadSet;
 293:             1             88  boxOfActin.GlidingAssayEvaluator
 294:             2             80  [Ljava.lang.OutOfMemoryError; (java.base@21.0.11)
 295:             2             80  [Ljava.util.stream.StreamOpFlag$Type; (java.base@21.0.11)
 296:             2             80  [[Ljava.lang.invoke.MethodHandle; (java.base@21.0.11)
 297:             1             80  [[Z (java.base@21.0.11)
 298:             2             80  java.io.BufferedOutputStream (java.base@21.0.11)
 299:             2             80  java.io.BufferedWriter (java.base@21.0.11)
 300:             2             80  java.lang.ModuleLayer (java.base@21.0.11)
 301:             2             80  java.lang.Package$VersionInfo (java.base@21.0.11)
 302:             2             80  java.lang.invoke.VarHandleInts$FieldInstanceReadWrite (java.base@21.0.11)
 303:             2             80  java.lang.module.Configuration (java.base@21.0.11)
 304:             2             80  java.lang.ref.NativeReferenceQueue (java.base@21.0.11)
 305:             5             80  java.util.regex.Pattern$BitClass (java.base@21.0.11)
 306:             5             80  java.util.regex.Pattern$BranchConn (java.base@21.0.11)
 307:             1             80  sun.util.cldr.CLDRLocaleProviderAdapter (java.base@21.0.11)
 308:             2             80  sun.util.locale.provider.LocaleResources (java.base@21.0.11)
 309:             1             72  boxOfActin.MotorBindGrid3D
 310:             1             72  java.awt.geom.AffineTransform (java.desktop@21.0.11)
 311:             3             72  java.lang.ProcessImpl$LaunchMechanism (java.base@21.0.11)
 312:             3             72  java.security.SecurityPermission (java.base@21.0.11)
 313:             3             72  java.util.jar.Manifest (java.base@21.0.11)
 314:             3             72  java.util.zip.Inflater$InflaterZStreamRef (java.base@21.0.11)
 315:             3             72  java.util.zip.ZipCoder$Comparison (java.base@21.0.11)
 316:             3             72  java.util.zip.ZipFile$Source$Key (java.base@21.0.11)
 317:             3             72  jdk.internal.math.FloatingDecimal$ExceptionalBinaryToASCIIBuffer (java.base@21.0.11)
 318:             3             72  jdk.internal.misc.Signal (java.base@21.0.11)
 319:             1             64  [Ljava.lang.invoke.MethodHandleImpl$Intrinsic; (java.base@21.0.11)
 320:             2             64  [Ljava.nio.charset.CoderResult; (java.base@21.0.11)
 321:             2             64  [Lsun.nio.fs.NativeBuffer; (java.base@21.0.11)
 322:             2             64  java.io.FileOutputStream (java.base@21.0.11)
 323:             1             64  java.lang.invoke.BoundMethodHandle$Species_LLLLLLL (java.base@21.0.11)
 324:             2             64  java.lang.invoke.MethodHandles$Lookup$ClassOption (java.base@21.0.11)
 325:             2             64  java.lang.ref.ReferenceQueue$Null (java.base@21.0.11)
 326:             1             64  java.text.DateFormatSymbols (java.base@21.0.11)
 327:             2             64  java.util.Collections$UnmodifiableMap (java.base@21.0.11)
 328:             2             64  java.util.Random (java.base@21.0.11)
 329:             4             64  java.util.WeakHashMap$KeySet (java.base@21.0.11)
 330:             2             64  java.util.concurrent.locks.AbstractQueuedSynchronizer$ConditionNode (java.base@21.0.11)
 331:             2             64  jdk.internal.loader.URLClassPath$FileLoader (java.base@21.0.11)
 332:             4             64  jdk.internal.util.Preconditions$4 (java.base@21.0.11)
 333:             2             64  sun.nio.fs.NativeBuffer (java.base@21.0.11)
 334:             1             56  [LboxOfActin.RunTimer;
 335:             1             56  [Ljava.nio.file.StandardOpenOption; (java.base@21.0.11)
 336:             1             56  java.lang.invoke.BoundMethodHandle$Specializer (java.base@21.0.11)
 337:             1             56  java.net.SocketPermission (java.base@21.0.11)
 338:             1             56  jdk.internal.org.objectweb.asm.Label (java.base@21.0.11)
 339:             1             48  [Ljava.math.RoundingMode; (java.base@21.0.11)
 340:             1             48  [Ljava.util.concurrent.TimeUnit; (java.base@21.0.11)
 341:             1             48  boxOfActin.MotorBindGrid3D$FillThreads
 342:             1             48  ec.util.MersenneTwister
 343:             1             48  java.io.BufferedInputStream (java.base@21.0.11)
 344:             2             48  java.io.File$PathStatus (java.base@21.0.11)
 345:             2             48  java.io.OutputStreamWriter (java.base@21.0.11)
 346:             2             48  java.lang.NamedPackage (java.base@21.0.11)
 347:             1             48  java.lang.NullPointerException (java.base@21.0.11)
 348:             1             48  java.lang.invoke.BoundMethodHandle$Specializer$Factory (java.base@21.0.11)
 349:             1             48  java.lang.invoke.BoundMethodHandle$Species_LLL (java.base@21.0.11)
 350:             3             48  java.nio.charset.CodingErrorAction (java.base@21.0.11)
 351:             3             48  java.text.AttributedCharacterIterator$Attribute (java.base@21.0.11)
 352:             3             48  java.util.HashMap$KeySet (java.base@21.0.11)
 353:             3             48  java.util.IdentityHashMap$KeySet (java.base@21.0.11)
 354:             3             48  java.util.Optional (java.base@21.0.11)
 355:             3             48  java.util.ResourceBundle$NoFallbackControl (java.base@21.0.11)
 356:             2             48  java.util.concurrent.ConcurrentLinkedQueue (java.base@21.0.11)
 357:             2             48  java.util.concurrent.ConcurrentLinkedQueue$Node (java.base@21.0.11)
 358:             3             48  java.util.jar.Attributes (java.base@21.0.11)
 359:             2             48  java.util.regex.Pattern$$Lambda/0x800000029 (java.base@21.0.11)
 360:             2             48  java.util.regex.Pattern$$Lambda/0x800000031 (java.base@21.0.11)
 361:             2             48  java.util.regex.Pattern$Start (java.base@21.0.11)
 362:             1             48  jdk.internal.jimage.ImageHeader (java.base@21.0.11)
 363:             2             48  jdk.internal.misc.Signal$NativeHandler (java.base@21.0.11)
 364:             3             48  jdk.internal.module.ServicesCatalog (java.base@21.0.11)
 365:             2             48  jdk.internal.module.SystemModuleFinders$SystemModuleReader (java.base@21.0.11)
 366:             2             48  jdk.internal.reflect.ReflectionFactory$Config (java.base@21.0.11)
 367:             2             48  sun.nio.fs.NativeBuffer$Deallocator (java.base@21.0.11)
 368:             3             48  sun.nio.fs.UnixFileAttributes$UnixAsBasicFileAttributes (java.base@21.0.11)
 369:             1             40  [Ljava.lang.Thread$State; (java.base@21.0.11)
 370:             1             40  [Ljava.lang.invoke.VarHandle$AccessType; (java.base@21.0.11)
 371:             1             40  [Ljava.util.stream.StreamOpFlag; (java.base@21.0.11)
 372:             1             40  [Lsun.util.locale.provider.LocaleProviderAdapter$Type; (java.base@21.0.11)
 373:             1             40  [[Ljava.lang.invoke.LambdaForm$Name; (java.base@21.0.11)
 374:             1             40  boxOfActin.ActA$ActAThreads
 375:             1             40  boxOfActin.Arp23$Arp23Threads
 376:             1             40  boxOfActin.Crucible$ChamberMyoDThreads
 377:             1             40  boxOfActin.Crucible$ChamberMyoThreads
 378:             1             40  boxOfActin.FilLink$XLinkThreads
 379:             1             40  boxOfActin.Mesh$CkMeshThreads
 380:             1             40  boxOfActin.Mesh$CkMotsThreads
 381:             1             40  boxOfActin.Mesh$MeshThreads
 382:             1             40  boxOfActin.MyoMiniFilament$MyoMiniFilThreads
 383:             1             40  boxOfActin.Myosin$MyosinThreads
 384:             1             40  boxOfActin.MyosinDimer$MyoDimerThreads
 385:             1             40  boxOfActin.NodeLink$NodeLinkThreads
 386:             1             40  boxOfActin.ProteinNode$ProteinNodeThreads
 387:             1             40  boxOfActin.StickyNode$MembraneNodeThreads
 388:             1             40  boxOfActin.Thing$ThingBrownianThreads
 389:             1             40  boxOfActin.Thing$ThingStepThreads
 390:             1             40  java.lang.ArithmeticException (java.base@21.0.11)
 391:             1             40  java.lang.VirtualMachineError (java.base@21.0.11)
 392:             1             40  java.lang.invoke.VarHandleLongs$FieldInstanceReadWrite (java.base@21.0.11)
 393:             1             40  java.util.ResourceBundle$2 (java.base@21.0.11)
 394:             1             40  jdk.internal.loader.URLClassPath (java.base@21.0.11)
